trt000001;121;131;193;land;2548.36;153.88
trt000002;214;66;27;land;2700.01;156.47
trt000003;207;21;45;land;3478.92;143.38
trt000004;185;241;225;land;3745.93;57.32
trt000005;171;206;5;land;3942.07;168.67
trt000006;113;137;132;land;2446.72;245.99
trt000007;241;160;175;land;2576.51;249.32
trt000008;184;83;60;land;2719.73;230.49
trt000009;107;222;246;land;2870.38;279.56
trt000010;198;244;67;land;3270.6;302.06
trt000011;34;32;204;land;3443.72;251.94
trt000012;156;64;249;land;3669.12;175.93
trt000013;229;221;209;land;3857.41;208.69
trt000014;38;212;167;land;3976.32;241.76
trt000015;238;177;180;land;2192.56;428.27
trt000016;137;145;210;land;2293.52;383.18
trt000017;189;216;27;land;2476.91;400.12
trt000018;228;102;54;land;2708.91;331.66
trt000019;150;107;91;land;2978.39;405.03
trt000020;228;71;66;land;3309.8;405.11
trt000021;77;199;98;land;3566.56;308.28
trt000022;197;93;168;land;3564.17;429.75
trt000023;9;177;108;land;3943.49;393.3
trt000024;97;84;192;land;4188.26;440.88
trt000025;129;41;218;land;4257.61;421.17
trt000026;220;125;141;land;6223.05;391.9
trt000027;0;178;54;land;6343.48;415.05
trt000028;170;218;56;land;2070.97;567.37
trt000029;239;12;153;land;2333.39;535.51
trt000030;27;60;193;land;2553.11;549.33
trt000031;140;231;126;land;2747.46;428.43
trt000032;224;41;219;land;3067.92;434.25
trt000033;225;113;97;land;3246.68;517.51
trt000034;16;1;30;land;3490.98;554.35
trt000035;26;86;211;land;3752.31;433.07
trt000036;98;46;108;land;3896.72;519.45
trt000037;40;180;161;land;4081.87;552.84
trt000038;63;124;82;land;4218.7;505.86
trt000039;250;128;59;land;5966.44;614.24
trt000040;143;186;5;land;6181.68;474.48
trt000041;170;244;212;land;6283.64;531.48
trt000042;22;198;167;land;6797.61;552.6
trt000043;129;166;102;land;7099.94;509.29
trt000044;170;31;209;land;7228.99;566.78
trt000045;236;146;187;land;1905.2;705.88
trt000046;128;231;56;land;2104.93;704.58
trt000047;24;189;139;land;2415.63;664.55
trt000048;33;99;127;land;2612.77;690.76
trt000049;10;92;218;land;2700.85;556.51
trt000050;200;201;182;land;2950.81;628.6
trt000051;98;241;239;land;3272.67;618.84
trt000052;246;157;65;land;3535.74;718.8
trt000053;193;2;173;land;3645.46;606.96
trt000054;79;56;77;land;3938.83;688.5
trt000055;246;213;186;land;4068.89;675.13
trt000056;93;185;101;land;5159.37;690.68
trt000057;16;175;209;land;5279.96;701.56
trt000058;130;79;145;land;5512.13;674.95
trt000059;201;150;190;land;5901.25;591.13
trt000060;44;83;100;land;6165.55;667.39
trt000061;108;95;192;land;6279.72;592.5
trt000062;114;155;145;land;7141.54;711.88
trt000063;116;143;235;land;7189.56;642.86
trt000064;130;241;220;land;1768.05;836.29
trt000065;44;12;152;land;1811.17;887.87
trt000066;241;236;65;land;2154.53;828.21
trt000067;200;106;143;land;2241.29;786.11
trt000068;124;123;139;land;2419.1;730.42
trt000069;13;148;172;land;2828.46;833.86
trt000070;165;97;82;land;3071.43;788.4
trt000071;243;64;120;land;3280.02;739.92
trt000072;243;214;153;land;3525.12;867.29
trt000073;209;126;200;land;3726.41;853.39
trt000074;50;228;95;land;3794.76;737.95
trt000075;169;54;51;land;4014.45;816.9
trt000076;144;206;120;land;4980.49;823.68
trt000077;15;201;162;land;5244.81;768.52
trt000078;187;107;48;land;5410.18;863.38
trt000079;27;235;227;land;6718.63;767.73
trt000080;232;188;0;land;7149.44;735.28
trt000081;14;111;10;land;7270.95;775.07
trt000082;183;255;167;land;7407.29;834.81
trt000083;191;81;141;land;1496.91;1003.3
trt000084;167;187;44;land;1587.6;922.93
trt000085;182;11;238;land;1872.42;946.41
trt000086;245;157;47;land;2144.2;903.39
trt000087;157;146;4;land;2317.2;944.39
trt000088;128;52;240;land;2459.27;868.73
trt000089;219;147;64;land;2763.23;966.85
trt000090;167;95;24;land;2968.74;910.54
trt000091;188;72;91;land;3305.67;882.64
trt000092;114;153;245;land;3351.42;989.41
trt000093;244;252;160;land;3704.43;977.28
trt000094;11;61;249;land;3862.43;911.04
trt000095;115;138;14;land;3979.49;952.54
trt000096;211;186;208;land;5061.47;834.98
trt000097;35;172;24;land;5119.33;887.86
trt000098;85;241;188;land;5390.16;868.5
trt000099;245;129;193;land;7386.03;934.62
trt000100;196;213;31;land;7451.96;894.0
trt000101;79;241;178;land;1335.05;1146.04
trt000102;113;40;138;land;1401.74;1123.36
trt000103;141;80;19;land;1571.91;1021.15
trt000104;180;214;87;land;2000.88;1143.32
trt000105;71;163;253;land;2084.77;1180.33
trt000106;140;251;110;land;2422.14;1018.08
trt000107;26;166;233;land;2653.46;1065.82
trt000108;1;219;244;land;2756.98;1110.46
trt000109;142;139;84;land;3001.19;1057.08
trt000110;153;238;162;land;3157.57;1087.16
trt000111;121;39;185;land;3540.72;1113.89
trt000112;49;29;198;land;3717.19;1086.32
trt000113;73;18;194;land;3865.06;1109.44
trt000114;41;186;228;land;4019.46;1086.92
trt000115;160;179;62;land;5057.87;1039.87
trt000116;60;44;128;land;5230.49;995.44
trt000117;33;224;69;land;6462.69;1131.13
trt000118;100;238;163;land;6472.87;1150.38
trt000119;109;244;152;land;7063.93;1083.41
trt000120;83;218;63;land;7245.23;1104.87
trt000121;69;162;97;land;7451.51;1102.16
trt000122;221;211;44;land;7621.65;1176.74
trt000123;3;174;151;land;1317.55;1201.43
trt000124;225;201;212;land;1385.12;1255.06
trt000125;115;218;26;land;1670.74;1260.89
trt000126;77;1;23;land;1904.6;1211.42
trt000127;130;15;154;land;2266.02;1117.82
trt000128;181;168;188;land;2353.78;1324.29
trt000129;142;98;47;land;2420.02;1143.13
trt000130;185;116;94;land;2831.74;1139.65
trt000131;119;165;78;land;2984.24;1182.34
trt000132;219;36;40;land;3335.33;1129.27
trt000133;133;249;10;land;3358.43;1238.31
trt000134;200;247;104;land;3717.65;1230.16
trt000135;122;140;225;land;3948.21;1239.12
trt000136;252;32;158;land;4034.68;1223.24
trt000137;125;219;60;land;5073.2;1122.64
trt000138;164;146;184;land;6212.85;1325.41
trt000139;113;106;195;land;6304.79;1249.47
trt000140;160;170;179;land;6422.0;1199.42
trt000141;100;188;193;land;6858.46;1299.08
trt000142;4;5;135;land;7139.57;1301.45
trt000143;236;105;172;land;7267.27;1256.72
trt000144;80;202;80;land;7473.62;1226.22
trt000145;134;153;15;land;7637.57;1250.1
trt000146;224;204;121;land;8425.53;1271.96
trt000147;14;253;114;land;8526.36;1277.71
trt000148;24;163;113;land;1328.29;1448.94
trt000149;79;20;210;land;1497.18;1265.66
trt000150;133;1;147;land;1574.88;1347.35
trt000151;186;125;249;land;1897.06;1289.41
trt000152;175;55;92;land;2043.41;1518.71
trt000153;178;239;158;land;2179.75;1318.97
trt000154;77;149;145;land;3096.03;1342.09
trt000155;29;79;249;land;3201.29;1324.48
trt000156;249;35;16;land;3442.91;1395.38
trt000157;9;67;215;land;3669.47;1358.62
trt000158;107;248;15;land;3924.96;1358.02
trt000159;224;207;111;land;4052.98;1294.68
trt000160;15;141;101;land;5141.54;1397.28
trt000161;253;119;154;land;6161.82;1432.02
trt000162;136;18;228;land;6276.1;1317.32
